20100601;986.02;994.79;948.12;973.23;1356285;4924176896.00
20100602;967.78;997.29;952.78;997.29;1074628;4001206272.00
20100603;1002.53;1026.88;997.95;998.57;1616805;6240835584.00
20100604;989.93;1027.94;986.76;1027.94;1500295;5269440512.00
20100607;1005.28;1075.50;1001.96;1069.74;2655275;9106095104.00
20100608;1067.63;1075.81;1051.26;1067.46;1976721;6621994496.00
20100609;1071.15;1102.41;1069.73;1078.13;2541568;8994866176.00
20100610;1078.07;1119.52;1076.68;1117.89;2197405;8242731008.00
20100611;1122.96;1128.75;1119.22;1122.72;2224874;8449039360.00
20100617;1126.66;1130.22;1065.34;1065.34;1764284;6757409280.00
20100618;1052.56;1053.64;993.64;1000.75;1630651;5827721216.00
20100621;992.61;1043.85;977.06;1041.49;1574798;5604269568.00
20100622;1037.73;1058.07;1034.33;1035.68;1427162;5067480064.00
20100623;1027.55;1057.05;1024.42;1048.03;1257359;4608672256.00
20100624;1047.45;1060.46;1042.23;1051.30;1069133;3904947968.00
20100625;1046.93;1046.93;999.85;1016.98;1237298;4515664384.00
20100628;1009.92;1015.11;984.89;988.51;920673;3463552256.00
20100629;986.25;992.91;913.17;913.94;1497800;5293896704.00
20100630;898.91;922.45;881.97;919.95;1223661;3852158464.00
20100701;915.03;921.85;882.80;882.80;1049573;3663773696.00
20100702;879.56;885.95;833.20;873.72;1288834;4212661760.00
20100705;857.96;871.46;843.31;862.86;915864;2851736064.00
20100706;859.85;899.06;858.39;894.33;1165232;3751055616.00
20100707;897.15;909.18;890.95;909.18;1046163;3342473728.00
20100708;912.63;914.93;887.64;906.13;1098088;3780698880.00
20100709;904.23;937.29;897.61;932.90;1451460;4743256576.00
20100712;932.29;941.83;924.81;930.93;1263618;4188147200.00
20100713;925.70;937.40;907.04;931.83;1468657;4744135680.00
20100714;930.50;938.69;916.82;923.11;1423586;4648080384.00
20100715;920.79;931.31;893.28;893.28;1175881;3960490752.00
20100716;885.84;895.83;869.78;893.07;1009312;3264221696.00
20100719;882.42;910.97;878.83;908.84;938803;2992584192.00
20100720;910.33;938.36;910.33;937.83;1365809;4559580672.00
20100721;940.91;959.87;938.97;942.07;1665746;5960653824.00
20100722;939.03;951.03;932.83;951.03;1326603;4356669440.00
20100723;952.67;965.58;948.95;961.42;1721251;5339086336.00
20100726;963.60;967.57;955.59;966.99;1476036;4626044928.00
20100727;964.38;968.88;956.56;958.80;1361821;4574086656.00
20100728;956.02;973.38;955.35;973.38;1566183;5187227648.00
20100729;975.14;982.87;966.44;976.21;1794193;5897853440.00
20100730;972.51;972.51;956.75;969.27;1458487;5049473024.00
20100802;969.29;995.09;969.29;995.09;1810364;6104407552.00
20100803;996.06;997.13;976.49;976.49;1757059;5951414784.00
20100804;972.25;978.86;956.76;978.86;1446165;4758297088.00
20100805;981.12;998.97;979.18;988.21;1770400;6033987072.00
20100806;988.82;1012.27;986.48;1012.27;1899061;6225316864.00
20100809;1014.12;1033.23;1014.12;1033.23;2091995;6918898688.00
20100810;1032.87;1035.23;994.85;994.85;2177072;7106822656.00
20100811;992.14;1007.32;991.80;1005.51;1615078;5180189696.00
20100812;994.91;1008.45;988.83;992.64;1689189;5316055552.00
20100813;993.49;1008.39;987.48;1008.08;1471798;4831450112.00
20100816;1008.37;1031.95;1005.92;1031.11;1880400;6199923200.00
20100817;1031.97;1037.72;1023.97;1034.48;1800777;6092952064.00
20100818;1034.60;1036.51;1019.38;1027.61;1643501;5721278464.00
20100819;1027.87;1034.14;1022.59;1026.42;1624534;5547406848.00
20100820;1022.34;1023.33;994.42;996.81;1870225;6597771776.00
20100823;995.80;1002.05;992.38;996.48;1456014;5064150016.00
20100824;994.44;1008.62;988.07;1005.86;1608155;6272781824.00
20100825;1001.14;1003.16;977.40;977.73;2166638;7732030976.00
20100826;979.48;985.38;973.39;981.15;1700768;6245785600.00
20100827;979.00;1001.45;976.31;1000.10;2173481;7887761408.00
20100830;1003.59;1025.26;1003.59;1024.99;2358186;8501815296.00
20100831;1020.85;1029.80;1015.29;1025.61;2175335;8054545408.00
20100901;1025.71;1029.76;988.69;996.58;2400153;8763611136.00
20100902;1004.15;1020.63;999.16;1017.27;2758004;11048558592.00
20100903;1022.02;1048.94;1021.71;1039.87;3186013;12468598784.00
20100906;1042.51;1046.10;1011.12;1013.99;2546963;9852694528.00
20100907;1013.22;1027.01;1011.10;1027.01;1686002;6571730432.00
20100908;1023.94;1030.90;1020.88;1029.72;1801644;6577840640.00
20100909;1032.70;1044.86;1023.64;1026.03;2365284;8209269760.00
20100910;1025.80;1038.97;1017.81;1036.19;2210901;7388107264.00
20100913;1035.66;1046.95;1034.39;1044.03;2010293;6899538944.00
20100914;1045.64;1047.59;1031.55;1033.98;1940842;6968657920.00
20100915;1031.86;1032.18;988.45;991.32;2216464;7937956352.00
20100916;990.27;995.75;965.27;973.27;1717924;5902965760.00
20100917;976.19;981.54;967.56;971.46;1450031;5395687424.00
20100920;971.40;974.52;946.13;948.93;1292682;4638370816.00
20100921;951.22;953.04;929.61;933.49;1107188;3685261056.00
20100927;935.36;950.38;929.90;949.43;1079437;3608369920.00
20100928;948.25;949.37;938.06;940.46;1666173;6756897280.00
20100929;939.79;942.25;922.47;924.40;1230242;4512222720.00
20100930;922.41;941.15;920.08;941.15;1099210;3967678464.00
20101008;946.70;962.99;946.32;959.78;1511188;5272913408.00
20101011;960.60;960.72;941.61;947.10;1852470;6479456256.00
20101012;946.26;959.66;944.51;951.22;1510896;5054330368.00
20101013;950.57;960.22;939.64;960.22;2209486;7669941760.00
20101014;960.79;972.51;953.89;955.24;1994136;6996953600.00
20101015;951.19;954.50;933.53;940.07;1884788;6403270144.00
20101018;937.59;937.59;910.25;927.67;1787336;5975260160.00
20101019;927.93;997.84;927.90;987.87;3333810;11780277248.00
20101020;978.34;1013.15;977.56;994.96;3438175;11730252800.00
20101021;993.48;993.48;977.25;986.35;2161945;7155691520.00
20101022;985.71;1016.25;985.71;1008.01;2377734;8008473600.00
20101025;1013.01;1038.42;1013.01;1034.93;2729464;9349804032.00
20101026;1036.64;1036.91;1017.00;1030.60;2967924;11256503296.00
20101027;1029.93;1042.24;1024.93;1026.61;2443831;8963388416.00
20101028;1021.74;1035.66;1020.83;1035.66;2269393;8471493632.00
20101029;1038.28;1068.21;1038.28;1062.79;3097405;11544181760.00
20101101;1069.78;1111.06;1069.78;1105.99;3754825;14242636800.00
20101102;1105.60;1105.60;1071.08;1071.47;3292637;12447464448.00
20101103;1059.18;1059.18;1034.54;1034.54;2224596;8194693632.00
20101104;1034.84;1050.79;1031.32;1050.77;1759113;6392806912.00
20101105;1059.79;1063.96;1050.44;1063.96;2237335;8252892160.00
20101108;1069.46;1098.88;1069.46;1098.88;2579173;9730492416.00
20101109;1101.72;1108.24;1093.55;1107.81;2622116;9958052864.00
20101110;1107.84;1140.65;1106.50;1136.08;2974084;11130953728.00
20101111;1132.01;1158.54;1127.33;1127.33;3180996;11899691008.00
20101112;1121.94;1135.90;1075.43;1077.47;3612339;16217641984.00
20101115;1083.92;1142.63;1083.37;1142.63;2981081;12781418496.00
20101116;1148.46;1169.27;1106.86;1123.28;3964587;15919421440.00
20101117;1111.67;1130.14;1078.33;1082.31;2829796;10875057152.00
20101118;1086.93;1101.04;1075.65;1100.70;2238791;8470644736.00
20101119;1105.22;1149.80;1103.21;1149.80;3233615;12096800768.00
20101122;1149.43;1189.71;1148.53;1168.38;4025388;15662365696.00
20101123;1164.81;1177.50;1142.50;1177.03;2898766;11296674816.00
20101124;1170.07;1203.94;1168.25;1203.94;2869099;11210070016.00
20101125;1207.88;1209.84;1172.20;1182.50;2832584;11069243392.00
20101126;1179.94;1197.28;1176.13;1191.61;2350441;9326840832.00
20101129;1190.64;1211.99;1187.34;1209.07;2685259;10786042880.00
