20000104;37.91;38.17;37.41;38.15;99781;19813000.00
20000105;38.15;38.77;37.89;38.14;180508;35886000.00
20000106;38.14;38.98;37.97;38.98;166136;32503000.00
20000107;38.98;41.02;38.98;40.68;393291;74495000.00
20000110;40.68;41.26;40.12;40.30;348566;64789000.00
20000111;40.30;40.36;38.97;39.23;149761;29566000.00
20000112;39.23;39.30;38.16;38.38;145721;26696000.00
20000113;38.38;38.54;37.80;38.14;89534;17336000.00
20000114;38.14;38.35;37.68;37.83;68248;12009000.00
20000117;37.83;38.28;37.61;37.86;77958;13691000.00
20000118;37.86;37.95;37.47;37.82;89546;17298000.00
20000119;37.82;38.58;37.76;38.50;130594;24756000.00
20000120;38.50;39.01;38.49;38.73;182128;32940000.00
20000121;38.73;38.81;38.39;38.59;140572;26222000.00
20000124;38.59;38.71;37.80;38.11;105991;19637000.00
20000125;38.11;38.44;38.01;38.16;194077;36113000.00
20000126;38.16;38.70;38.14;38.61;122222;21468000.00
20000127;38.61;40.36;38.56;39.81;341164;66205000.00
20000128;39.81;41.14;39.76;40.71;313691;66832000.00
20000214;40.71;43.07;40.68;43.04;670609;125499000.00
20000215;43.04;44.06;41.32;41.52;640763;143107008.00
20000216;41.52;42.10;40.53;40.92;447408;97131000.00
20000217;40.92;41.48;39.07;39.32;474541;94596000.00
20000218;39.32;40.11;38.97;40.09;388310;75465000.00
20000221;40.09;40.32;38.98;39.45;524518;97465000.00
20000222;39.45;39.45;37.92;38.24;347257;71698000.00
20000223;38.24;38.35;37.21;37.67;244603;46770000.00
20000224;37.67;38.16;37.60;38.13;131041;27195000.00
20000225;38.13;38.15;37.53;37.65;175885;40812000.00
20000228;37.65;37.83;37.28;37.83;174184;40064000.00
20000229;37.83;38.21;37.62;38.21;199724;40912000.00
20000301;38.21;38.59;37.89;38.10;152984;30407000.00
20000302;38.10;38.11;37.53;37.84;100463;18309000.00
20000303;37.84;37.93;37.30;37.34;155859;31611000.00
20000306;37.34;37.60;36.24;36.41;184126;34235000.00
20000307;36.41;36.51;36.12;36.51;123936;25602000.00
20000308;36.51;36.95;36.51;36.95;214457;32624000.00
20000309;36.95;36.95;36.40;36.90;125714;21098000.00
20000310;36.90;36.90;36.60;36.85;109757;18871000.00
20000313;36.85;37.10;36.54;37.10;113878;19847000.00
20000314;37.10;37.10;36.16;36.70;170893;29979000.00
